bas_dd,isu_cd,open,high,low,close,acc_trdvol,acc_trdval,idx_ind_nm
20201125,069500,35225,35340,34615,34795,11035676,386681772560,코스피 200
20201126,069500,34780,35140,34690,35140,8207630,287083028705,코스피 200
20201127,069500,35140,35270,35025,35220,9576458,337051462510,코스피 200
20201130,069500,35330,35470,34685,34685,15007819,524867593650,코스피 200
20201201,069500,34900,35335,34890,35235,5413659,190171345045,코스피 200
20201202,069500,35405,35900,35360,35850,7917365,283106573175,코스피 200
20201203,069500,35970,36145,35825,36105,12162287,438098933850,코스피 200
20201204,069500,36245,36965,36235,36750,11121191,408700234420,코스피 200
20201207,069500,37060,37115,36510,36950,18683440,688192364180,코스피 200
20201208,069500,36915,36935,36360,36360,13170091,482622154695,코스피 200
20201209,069500,36580,37200,36535,37200,13249828,488333367905,코스피 200
20201210,069500,36780,37240,36575,36905,11741753,433674579625,코스피 200
20201211,069500,37145,37400,37120,37225,10436927,388569397530,코스피 200
20201214,069500,37250,37430,37035,37080,13689086,508784501960,코스피 200
20201215,069500,37100,37150,36710,37080,13772264,508903314740,코스피 200
20201216,069500,37370,37465,37130,37235,7680296,286075944400,코스피 200
20201217,069500,37260,37270,36815,37200,8171247,302943490880,코스피 200
20201218,069500,37290,37315,37055,37150,7557423,281095659670,코스피 200
20201221,069500,37205,37225,36740,37195,14021631,519603837885,코스피 200
20201222,069500,37055,37145,36590,36590,13099479,482358584594,코스피 200
20201223,069500,36780,37160,36465,37110,15811599,585136437105,코스피 200
20201224,069500,37180,37985,37180,37850,10047380,378337158545,코스피 200
20201228,069500,38090,38370,37890,38040,9844389,375734145760,코스피 200
20201229,069500,38395,38720,37940,38685,16428368,631895691555,코스피 200
20201230,069500,38520,39590,38440,39500,12736997,498185042565,코스피 200
20210104,069500,39585,40615,39405,40540,12185235,489888903885,코스피 200
20210105,069500,40325,41150,40200,41150,9126676,370933192250,코스피 200
20210106,069500,41270,41680,40595,40750,15221599,625103057790,코스피 200
20210107,069500,41210,42040,41190,41700,8752407,364764290470,코스피 200
20210108,069500,42245,43785,42115,43545,11521190,494420112265,코스피 200
20210111,069500,44000,45370,42930,43655,23107696,1019726637330,코스피 200
20210112,069500,43430,43725,42125,43315,25494989,1093935754440,코스피 200
20210113,069500,43360,43895,43015,43560,11988847,521934502260,코스피 200
20210114,069500,43340,43830,43240,43505,9091710,395584999430,코스피 200
20210115,069500,43735,44185,42535,42550,11911736,512902640485,코스피 200
20210118,069500,42095,42495,41455,41560,11959669,501642575145,코스피 200
20210119,069500,41785,42950,41590,42655,9750896,413988374005,코스피 200
20210120,069500,43410,43495,42445,42900,10680032,457746977360,코스피 200
20210121,069500,43300,43590,43010,43530,9087554,393612197040,코스피 200
20210122,069500,43675,43930,43225,43225,13042949,566951288400,코스피 200
20210125,069500,43405,44320,43265,44260,6385034,280656320010,코스피 200
20210126,069500,44160,44195,42855,43055,10607621,459388395640,코스피 200
20210127,069500,43370,43805,42775,42910,8780005,379271759730,코스피 200
20210128,069500,42155,42645,41830,42070,10835668,456871890425,코스피 200
20210129,069500,42555,42620,40910,41125,13333276,555949253910,코스피 200
20210201,069500,41000,42170,40705,42150,10696458,446091393985,코스피 200
20210202,069500,42600,43400,42330,42775,12520132,536873007270,코스피 200
20210203,069500,43125,43405,42580,43130,10276903,442166121935,코스피 200
20210204,069500,43030,43030,42125,42410,18129738,769248198985,코스피 200
20210205,069500,42660,43030,42385,42950,13252969,566378907190,코스피 200
20210208,069500,42905,43090,42475,42530,7391704,315915071240,코스피 200
20210209,069500,42835,43145,42385,42385,8236149,352167874760,코스피 200
20210210,069500,42525,42795,42095,42680,6526416,277487956930,코스피 200
20210215,069500,43305,43510,43145,43305,6603808,286361991960,코스피 200
20210216,069500,43475,43870,43280,43495,8542745,371703351650,코스피 200
20210217,069500,43255,43270,42735,43025,17530618,752960197605,코스피 200
20210218,069500,42950,43125,42385,42410,8841408,377264650295,코스피 200
20210219,069500,42440,42805,41720,42780,9728222,411428065995,코스피 200
20210222,069500,43055,43260,42290,42330,8518245,363276427210,코스피 200
20210223,069500,42050,42615,41730,42285,7733807,325943752925,코스피 200
20210224,069500,42250,42680,41350,41385,10408909,436846427505,코스피 200
20210225,069500,42010,42920,41960,42890,8858726,376632746420,코스피 200
20210226,069500,41960,41995,41325,41705,10297433,428760898900,코스피 200
20210302,069500,42705,42920,41835,42170,8601611,364598093960,코스피 200
20210303,069500,42070,42650,41925,42640,6142052,260567807090,코스피 200
20210304,069500,42095,42435,41790,42095,6777655,285346043155,코스피 200
20210305,069500,41470,42005,41235,41870,10363864,431982631345,코스피 200
20210308,069500,42250,42250,41390,41475,8296841,346173833025,코스피 200
20210309,069500,41485,41540,40565,41215,11896444,488639162070,코스피 200
20210310,069500,41760,41760,40875,40980,8187756,337508916205,코스피 200
20210311,069500,41145,41935,41130,41815,6417962,267460808655,코스피 200
20210312,069500,42255,42415,42015,42185,6953557,293839176895,코스피 200
20210315,069500,42230,42315,41935,41980,8495978,357507311195,코스피 200
20210316,069500,42180,42435,42090,42330,5575783,235725803290,코스피 200
20210317,069500,42340,42355,41730,41995,8129905,341172859805,코스피 200
20210318,069500,42320,42715,42300,42300,8690814,369196989480,코스피 200
20210319,069500,41715,42075,41645,41855,9277711,388305287530,코스피 200
20210322,069500,42025,42095,41615,41925,6345196,265753193295,코스피 200
20210323,069500,42180,42270,41485,41530,6645759,277388673655,코스피 200
20210324,069500,41265,41515,41015,41340,5672036,234404140920,코스피 200
20210325,069500,41230,41795,41210,41520,9780916,405663749425,코스피 200
20210326,069500,41685,41955,41575,41905,6635123,277566455115,코스피 200
20210329,069500,42050,42060,41670,41830,6417371,268714517650,코스피 200
20210330,069500,41940,42455,41940,42300,5099664,215601592100,코스피 200
20210331,069500,42410,42695,42175,42185,7237093,306821963975,코스피 200
20210401,069500,42485,42650,42315,42570,5221705,222156542815,코스피 200
20210402,069500,42920,43190,42895,43045,5352010,230445530640,코스피 200
20210405,069500,43200,43260,42880,43130,5186919,223561727765,코스피 200
20210406,069500,43380,43405,42960,43190,4911544,212278282145,코스피 200
20210407,069500,43270,43445,43135,43295,5107254,221136002215,코스피 200
20210408,069500,43230,43350,43065,43255,5325846,230272572285,코스피 200
20210409,069500,43290,43475,42945,43050,7187076,310176890230,코스피 200
20210412,069500,43200,43255,42950,43050,5890537,253934456320,코스피 200
20210413,069500,43060,43690,43045,43540,4687090,203812595245,코스피 200
20210414,069500,43660,43895,43480,43840,6682250,292060089030,코스피 200
20210415,069500,43765,44135,43725,43880,6682443,293398604945,코스피 200
20210416,069500,44025,44040,43715,43855,5925140,259949463850,코스피 200
20210419,069500,43855,44120,43730,43850,5106949,224442726885,코스피 200
20210420,069500,43760,44170,43760,44125,5454369,240607378420,코스피 200
20210421,069500,43840,43905,43195,43335,11608961,503765098120,코스피 200
20210422,069500,43520,43690,43355,43400,6251618,271891542430,코스피 200
20210423,069500,43170,43550,42925,43425,4199882,182233168590,코스피 200
20210426,069500,43540,43830,43500,43820,4703970,205733214250,코스피 200
20210427,069500,43860,43910,43680,43870,4696932,205879927500,코스피 200
20210428,069500,43820,43825,43320,43405,3886549,169029208480,코스피 200
20210429,069500,42885,43020,42505,42590,5172662,221104257650,코스피 200
20210430,069500,42525,42655,42135,42295,5000310,211739452525,코스피 200
20210503,069500,42250,42630,41975,42025,5093573,215162424365,코스피 200
20210504,069500,42070,42380,41930,42380,4407448,185965520225,코스피 200
20210506,069500,42205,42650,42155,42630,4079571,173705212230,코스피 200
20210507,069500,42695,43040,42635,42905,4762435,204331090405,코스피 200
20210510,069500,43140,43730,43050,43625,5371064,233827774355,코스피 200
20210511,069500,43310,43385,42695,42860,5376252,230610186535,코스피 200
20210512,069500,42880,42880,41850,42150,7015716,296195406610,코스피 200
20210513,069500,41590,42090,41480,41665,6430467,268494705955,코스피 200
20210514,069500,41825,42200,41775,42055,7032555,295366588470,코스피 200
20210517,069500,42295,42310,41640,41875,5220610,218724359650,코스피 200
20210518,069500,42005,42435,42005,42370,4389457,185776391700,코스피 200
20210520,069500,42045,42345,41955,42235,4215729,177854299670,코스피 200
20210521,069500,42470,42835,42130,42215,8246703,349676347875,코스피 200
20210524,069500,42170,42340,41990,42095,6106818,257406310545,코스피 200
20210525,069500,42310,42555,42210,42495,5805624,246359976705,코스피 200
20210526,069500,42550,42670,42325,42410,5204460,221067624020,코스피 200
20210527,069500,42440,42490,42035,42335,13177331,556810966230,코스피 200
20210528,069500,42460,42760,42385,42595,5215301,222231293820,코스피 200
20210531,069500,42730,42760,42430,42760,4618216,197060482055,코스피 200
20210601,069500,42760,43240,42700,43005,5297118,227866422790,코스피 200
20210602,069500,43015,43260,42925,42970,4844660,208521877415,코스피 200
20210603,069500,43050,43550,43050,43370,4755748,206364874415,코스피 200
20210604,069500,43200,43295,42925,43205,5274101,227607117455,코스피 200
20210607,069500,43455,43575,43070,43360,4247539,183928888595,코스피 200
20210608,069500,43360,43500,43215,43275,2840242,123096514900,코스피 200
20210609,069500,43180,43235,42785,42785,3459079,148917158500,코스피 200
20210610,069500,42815,43060,42745,42930,4871454,209219671120,코스피 200
20210611,069500,43050,43335,43045,43245,4378278,189141082110,코스피 200
20210614,069500,43285,43285,43075,43225,3097154,133878665355,코스피 200
20210615,069500,43255,43390,43175,43325,3073690,133173151915,코스피 200
20210616,069500,43270,43650,43260,43590,3676301,160285575250,코스피 200
20210617,069500,43350,43420,43165,43340,5396436,233841798475,코스피 200
20210618,069500,43440,43585,43350,43470,3680167,160033922245,코스피 200
20210621,069500,43025,43200,42860,43050,5570443,239739492385,코스피 200
20210622,069500,43285,43405,43240,43345,4466264,193678376545,코스피 200
20210623,069500,43495,43640,43380,43570,4384229,191011555010,코스피 200
20210624,069500,43640,43855,43635,43735,3152929,137989286885,코스피 200
20210625,069500,43910,44175,43880,43955,4136736,182048749010,코스피 200
20210628,069500,44015,44060,43800,43910,3513373,154406289190,코스피 200
20210629,069500,43935,43960,43605,43740,3939461,172417983275,코스피 200
20210630,069500,43845,44020,43805,43895,3252256,142952677335,코스피 200
20210701,069500,43915,43915,43575,43640,4290079,187399753285,코스피 200
20210702,069500,43625,43815,43580,43585,3436772,150106378270,코스피 200
20210705,069500,43770,43910,43710,43790,2774715,121653819330,코스피 200
20210706,069500,43910,44100,43895,43990,4009188,176417564395,코스피 200
20210707,069500,43840,43840,43605,43715,3816728,166840486960,코스피 200
20210708,069500,43765,43875,43260,43260,5209381,226292034665,코스피 200
20210709,069500,42840,43050,42445,42800,8288519,353852833970,코스피 200
20210712,069500,43060,43260,43060,43185,3929269,169746843050,코스피 200
20210713,069500,43380,43565,43380,43550,3654600,159109383400,코스피 200
20210714,069500,43400,43465,43225,43400,3453656,149866478915,코스피 200
20210715,069500,43525,43720,43380,43695,2841123,124014631045,코스피 200
20210716,069500,43500,43560,43345,43510,3617046,157379009300,코스피 200
20210719,069500,43135,43155,42930,43020,4034494,173640698245,코스피 200
20210720,069500,42705,42930,42660,42880,3885032,166484313190,코스피 200
20210721,069500,43145,43145,42625,42660,4986269,213233033925,코스피 200
20210722,069500,42910,43280,42910,43190,3684633,159036036530,코스피 200
20210723,069500,43260,43400,43140,43270,5383684,232979538420,코스피 200
20210726,069500,43405,43405,42805,42805,3752968,161234472200,코스피 200
20210727,069500,43030,43195,42875,42875,3617517,155554216275,코스피 200
20210728,069500,42800,43070,42650,43005,3691893,158405200520,코스피 200
20210729,069500,43075,43160,42865,43010,3999341,171997075355,코스피 200
20210730,069500,42830,42845,42450,42485,5066159,215494537635,코스피 200
20210802,069500,42685,42755,42370,42685,5666629,241688413325,코스피 200
20210803,069500,42630,43060,42600,43060,4634044,199145668160,코스피 200
20210804,069500,43170,43710,43095,43665,6976309,303532625800,코스피 200
20210805,069500,43655,43835,43510,43585,5139328,224101463160,코스피 200
20210806,069500,43580,43680,43280,43380,3737342,162251235470,코스피 200
20210809,069500,43190,43350,43035,43180,3972301,171665564785,코스피 200
20210810,069500,43325,43325,42755,42900,3407441,146238867475,코스피 200
20210811,069500,42785,42920,42490,42515,4612520,196614551565,코스피 200
20210812,069500,42505,42595,42200,42345,4505379,191020379075,코스피 200
20210813,069500,42245,42275,41455,41630,7095485,295609097265,코스피 200
20210817,069500,41670,41775,41090,41160,5913734,244119635635,코스피 200
20210818,069500,41175,41570,40955,41365,4808571,198597128760,코스피 200
20210819,069500,41045,41300,40540,40540,6759342,275995215480,코스피 200
20210820,069500,40700,40870,39980,40145,8408192,338755192060,코스피 200
20210823,069500,40420,40825,40260,40505,5409615,219620433560,코스피 200
20210824,069500,40840,41300,40840,41275,4241423,174662300715,코스피 200
20210825,069500,41385,41610,41125,41405,3821022,158181895760,코스피 200
20210826,069500,41470,41595,41025,41095,3769213,155297906795,코스피 200
20210827,069500,40945,41235,40765,41070,5072400,208116667600,코스피 200
20210830,069500,41480,41560,41070,41170,4219723,173993877280,코스피 200
20210831,069500,41205,41985,41005,41985,4764658,198132242445,코스피 200
20210901,069500,41935,42165,41750,42045,4582369,192412019090,코스피 200
20210902,069500,41960,42040,41525,41660,5990056,249787926985,코스피 200
20210903,069500,41790,42020,41670,41930,4498314,188523538420,코스피 200
20210906,069500,41975,42125,41835,42075,4452547,187144443505,코스피 200
20210907,069500,42040,42055,41675,41825,3591745,150169251700,코스피 200
20210908,069500,41675,41805,41390,41460,4229352,175710764795,코스피 200
20210909,069500,41330,41370,40695,40725,4219444,172797114900,코스피 200
20210910,069500,40800,41015,40670,40915,4861901,198753140740,코스피 200
20210913,069500,40765,41140,40705,41005,4517520,184966154230,코스피 200
20210914,069500,41160,41510,41160,41265,5231165,216375245210,코스피 200
20210915,069500,41275,41480,41095,41325,4602430,190224685570,코스피 200
20210916,069500,41490,41490,40880,40965,5613806,230293301960,코스피 200
20210917,069500,40820,41140,40675,41070,4331783,177658856780,코스피 200
20210923,069500,40820,41110,40745,41005,5441902,222989976595,코스피 200
20210924,069500,41200,41270,40910,40965,6265872,257077640690,코스피 200
20210927,069500,40970,41295,40880,41100,4760621,195723973670,코스피 200
20210928,069500,41070,41070,40560,40565,5408563,220134013660,코스피 200
20210929,069500,40075,40240,39665,40030,10565670,421824467370,코스피 200
20210930,069500,39955,40295,39805,40195,6593205,264435340755,코스피 200
20211001,069500,39970,40065,39415,39445,4788681,189589838600,코스피 200
20211005,069500,39085,39245,38540,38860,8937945,347268166680,코스피 200
20211006,069500,39060,39260,38260,38260,7893498,304786397005,코스피 200
20211007,069500,38600,38995,38590,38900,5015041,194795135210,코스피 200
20211008,069500,39070,39090,38760,38815,4381313,170395604335,코스피 200
20211012,069500,38695,38725,37990,38150,5355639,204516106510,코스피 200
20211013,069500,38120,38670,38065,38535,4243628,163454352525,코스피 200
20211014,069500,38755,39040,38750,39020,4368453,170305949685,코스피 200
20211015,069500,39290,39530,39265,39420,3721040,146647006785,코스피 200
20211018,069500,39465,39495,39025,39295,3503005,137615535655,코스피 200
20211019,069500,39575,39695,39430,39625,3872812,153402078920,코스피 200
20211020,069500,39780,39895,39450,39450,3835724,151755711515,코스피 200
20211021,069500,39500,39635,39330,39380,3907613,154166598100,코스피 200
20211022,069500,39330,39575,39250,39415,2771293,109252441310,코스피 200
20211025,069500,39315,39680,39100,39620,3550983,140391006375,코스피 200
20211026,069500,39840,40060,39730,39990,3599613,143790962345,코스피 200
20211027,069500,39865,39930,39515,39655,2868589,113769230415,코스피 200
20211028,069500,39540,39735,39445,39460,3524611,139254021555,코스피 200
20211029,069500,39625,39635,38740,38825,5479280,213832280225,코스피 200
20211101,069500,39150,39175,38945,38985,4179211,163130594290,코스피 200
20211102,069500,39195,39815,39195,39505,3437518,135966941565,코스피 200
20211103,069500,39660,39660,38845,38945,4442344,173410115520,코스피 200
20211104,069500,39315,39545,39095,39165,5563851,218430882575,코스피 200
20211105,069500,39455,39520,38770,38995,5550859,216512779345,코스피 200
20211108,069500,39070,39090,38555,38945,5076877,197276607575,코스피 200
20211109,069500,38955,39345,38830,39045,4565165,178174717630,코스피 200
20211110,069500,38825,39055,38580,38630,4753805,183984087520,코스피 200
20211111,069500,38370,38625,38270,38625,4274634,164740770550,코스피 200
20211112,069500,38885,39180,38730,39035,3505198,136794530255,코스피 200
20211115,069500,39300,39560,39230,39485,5272240,208092031305,코스피 200
20211116,069500,39470,39650,39260,39415,4428306,174619031620,코스피 200
20211117,069500,39490,39495,38870,38920,4195620,163714594605,코스피 200
20211118,069500,38760,38990,38665,38760,4510585,175079507855,코스피 200
20211119,069500,38865,39105,38695,39045,4258535,165915958555,코스피 200
20211122,069500,39255,39980,39240,39950,5040107,200643488695,코스피 200
20211123,069500,39885,39935,39545,39600,5007395,198583706415,코스피 200
20211124,069500,39715,39910,39315,39520,5758295,227770195860,코스피 200
20211125,069500,39545,39545,39160,39230,3914923,153670954200,코스피 200
20211126,069500,39050,39235,38445,38510,5059924,195493286605,코스피 200
20211129,069500,38115,38510,38005,38205,5194357,198818030510,코스피 200
20211130,069500,38540,38620,37095,37430,7565591,285370580350,코스피 200
20211201,069500,37545,38405,37435,38330,5262582,200476533775,코스피 200
20211202,069500,38080,38955,37990,38935,5465496,211598552630,코스피 200
20211203,069500,38805,39340,38630,39230,6274555,245252730390,코스피 200
20211206,069500,39100,39480,38755,39305,9783182,384042026675,코스피 200
20211207,069500,39345,39665,39095,39630,5021847,197958468895,코스피 200
20211208,069500,39975,40280,39680,39805,7043627,281389892180,코스피 200
20211209,069500,39755,40070,39730,39925,7336363,293692146605,코스피 200
20211210,069500,39785,39895,39620,39705,2822148,112186202695,코스피 200
20211213,069500,39900,40365,39695,39735,4707617,187847312515,코스피 200
20211214,069500,39500,39710,39340,39510,5005482,197812846040,코스피 200
20211215,069500,39335,39535,39250,39520,3644663,143889580430,코스피 200
20211216,069500,39840,39935,39500,39750,5060072,201041448140,코스피 200
20211217,069500,39510,39880,39390,39850,3682394,146522838470,코스피 200
20211220,069500,39650,39650,39045,39115,4632691,181722131955,코스피 200
20211221,069500,39320,39560,39160,39415,5241992,206581433395,코스피 200
20211222,069500,39640,39815,39495,39625,4839291,191745674590,코스피 200
20211223,069500,39840,39860,39610,39820,4722100,187928739335,코스피 200
20211224,069500,39975,40280,39965,40115,4644586,186361707100,코스피 200
20211227,069500,40130,40145,39880,39880,3732560,149087878885,코스피 200
20211228,069500,40040,40205,39745,40205,5060924,202262657755,코스피 200
20211229,069500,40205,40375,40065,40115,4309822,173227890590,코스피 200
20211230,069500,40145,40255,39790,39870,3863164,154285865225,코스피 200
20220103,069500,40050,40345,39825,39965,4923712,197051427375,코스피 200
20220104,069500,40070,40070,39720,39940,4708649,187890944690,코스피 200
20220105,069500,39850,39905,39160,39370,8813841,347177709625,코스피 200
20220106,069500,39100,39460,38935,38975,10391295,406902181870,코스피 200
20220107,069500,39225,39550,39145,39465,3681317,145216331765,코스피 200
20220110,069500,39420,39445,38880,39165,4980669,194958241215,코스피 200
20220111,069500,39225,39445,39050,39280,4298895,168909562945,코스피 200
20220112,069500,39545,39935,39530,39925,4323445,172356304370,코스피 200
20220113,069500,39975,40030,39680,39720,4178583,166294454300,코스피 200
20220114,069500,39405,39480,39035,39105,4234215,165863501140,코스피 200
20220117,069500,39105,39145,38600,38820,5841437,226879051710,코스피 200
20220118,069500,38940,38995,38410,38520,5738430,221736546985,코스피 200
20220119,069500,38255,38630,38120,38240,5790865,221871960935,코스피 200
20220120,069500,38245,38465,38100,38465,4624230,177578062000,코스피 200
20220121,069500,38100,38180,37780,38030,9151779,347272958415,코스피 200
20220124,069500,37920,38040,37450,37600,10270662,386221525110,코스피 200
20220125,069500,37505,37535,36490,36685,11372537,418620600130,코스피 200
20220126,069500,36810,37010,36535,36570,5888382,216258731705,코스피 200
20220127,069500,36600,36650,35305,35305,10446225,371566590575,코스피 200
20220128,069500,35495,36485,35200,36250,11148433,401654476435,코스피 200
20220203,069500,36875,37200,36600,36600,6866201,252218774635,코스피 200
20220204,069500,36700,37090,36605,37080,5619747,207754401635,코스피 200
20220207,069500,37005,37080,36355,36700,7116290,260720998675,코스피 200
20220208,069500,36990,37160,36505,36770,4930794,181703922525,코스피 200
20220209,069500,37100,37290,37005,37280,4851709,180695946575,코스피 200
20220210,069500,37505,37670,37340,37590,4664133,175213120085,코스피 200
20220211,069500,37250,37505,37065,37240,4820161,179745081275,코스피 200
20220214,069500,36870,37030,36475,36740,5481409,201241465450,코스피 200
20220215,069500,36850,36885,36340,36515,5334150,195103963550,코스피 200
20220216,069500,36915,37205,36900,37175,4230431,156994669665,코스피 200
20220217,069500,37290,37740,37010,37415,8161860,305678101435,코스피 200
20220218,069500,37020,37375,36905,37275,5459390,203240157080,코스피 200
20220221,069500,36830,37300,36530,37300,3998311,148192800300,코스피 200
20220222,069500,36710,36910,36510,36760,5092278,187000794685,코스피 200
20220223,069500,37020,37100,36695,36890,4660928,171918447420,코스피 200
20220224,069500,36440,36500,35815,35925,10463997,377121354355,코스피 200
20220225,069500,36260,36530,36150,36330,8181295,297178399785,코스피 200
20220228,069500,36095,36605,36010,36605,6546067,238480106015,코스피 200
20220302,069500,36625,36720,36415,36455,5075944,185484114075,코스피 200
20220303,069500,36795,37175,36750,37150,4082459,151275595325,코스피 200
20220304,069500,37010,37040,36415,36575,7789332,284965200980,코스피 200
20220307,069500,36000,36025,35530,35755,14965083,535016639135,코스피 200
20220308,069500,35305,35680,35165,35290,6369838,225506595690,코스피 200
20220310,069500,36000,36170,35905,36020,3412228,123130831665,코스피 200
20220311,069500,35915,36030,35695,35885,9987144,358123365995,코스피 200
20220314,069500,35845,36040,35680,35820,8660429,310708569255,코스피 200
20220315,069500,35705,35765,35395,35510,13216342,470539352385,코스피 200
20220316,069500,35880,36095,35615,36040,5859523,210538502405,코스피 200
20220317,069500,36645,36860,36575,36585,8279341,303768577070,코스피 200
20220318,069500,36485,36685,36405,36665,4372507,159956105195,코스피 200
20220321,069500,36850,36850,36250,36290,5565648,202746578265,코스피 200
20220322,069500,36290,36650,36265,36620,4524529,165512268960,코스피 200
20220323,069500,36825,37090,36740,36940,6119415,225957959290,코스피 200
20220324,069500,36685,36780,36485,36770,5749483,210975172495,코스피 200
20220325,069500,36930,36935,36545,36620,4337330,159015146945,코스피 200
20220328,069500,36500,36745,36300,36645,4105327,150184043235,코스피 200
20220329,069500,36835,36995,36700,36835,4225755,155559419275,코스피 200
20220330,069500,37080,37200,36890,36965,4375540,161889560135,코스피 200
20220331,069500,36940,37230,36885,37080,4502992,167044390500,코스피 200
20220401,069500,36925,36930,36615,36795,4077720,150060383640,코스피 200
20220404,069500,36725,37005,36555,36970,4646082,171426709690,코스피 200
20220405,069500,37115,37160,36840,36935,4490357,166007380805,코스피 200
20220406,069500,36700,36760,36530,36555,5233744,191621772105,코스피 200
20220407,069500,36385,36385,35995,36075,10234728,369723805935,코스피 200
20220408,069500,36150,36195,35905,36100,6370443,229818286855,코스피 200
20220411,069500,35960,36240,35830,36100,8974553,323527979430,코스피 200
20220412,069500,35850,35990,35620,35760,9639935,344745548485,코스피 200
20220413,069500,35860,36470,35815,36440,6828087,247874869655,코스피 200
20220414,069500,36430,36430,36115,36235,7430712,269499424115,코스피 200
20220415,069500,36000,36000,35730,35805,6497906,232962709635,코스피 200
20220418,069500,35690,35950,35570,35835,5517718,197850874110,코스피 200
20220419,069500,35980,36340,35970,36255,3026251,109683676835,코스피 200
20220420,069500,36265,36310,35955,36225,2807810,101378617750,코스피 200
20220421,069500,36340,36585,36315,36385,5716294,208318165585,코스피 200
20220422,069500,36060,36095,35840,35985,5189540,186773957545,코스피 200
20220425,069500,35595,35695,35395,35410,6727922,238670879860,코스피 200
20220426,069500,35555,35715,35500,35560,2878893,102439778775,코스피 200
20220427,069500,35080,35180,34850,35140,4420137,154847003965,코스피 200
20220428,069500,34850,34995,34575,34985,6629596,231168680580,코스피 200
20220429,069500,35010,35540,34895,35510,6267371,222071649675,코스피 200
20220502,069500,35100,35435,35100,35375,5834579,206382461730,코스피 200
20220503,069500,35380,35645,35290,35290,5987778,212098594375,코스피 200
20220504,069500,35450,35570,35245,35375,5560940,196879498835,코스피 200
20220506,069500,35010,35010,34785,34885,6080928,212235576685,코스피 200
20220509,069500,34745,34910,34505,34555,7164200,248055369010,코스피 200
20220510,069500,34295,34445,33855,34375,7914490,270747316955,코스피 200
20220511,069500,34195,34420,34105,34370,6549110,224892355070,코스피 200
20220512,069500,34020,34295,33785,33805,7111368,241345187290,코스피 200
20220513,069500,34010,34645,33990,34605,5262557,181299729585,코스피 200
20220516,069500,34850,34925,34395,34470,7376786,254821293045,코스피 200
20220517,069500,34525,34850,34520,34805,3999458,139083458010,코스피 200
20220518,069500,34990,35145,34770,34870,6376438,222530706835,코스피 200
20220519,069500,34125,34450,34060,34370,6054919,207904492160,코스피 200
20220520,069500,34515,35025,34485,34985,4661990,162813735335,코스피 200
20220523,069500,35135,35225,34915,35100,5876025,206112707170,코스피 200
20220524,069500,34950,35030,34450,34450,5416640,187387240065,코스피 200
20220525,069500,34660,34825,34430,34595,6735545,233370095985,코스피 200
20220526,069500,34595,34945,34355,34480,6777076,234197488505,코스피 200
20220527,069500,34835,34985,34790,34845,5885635,205271035750,코스피 200
20220530,069500,35225,35340,35070,35300,5384386,189973404340,코스피 200
20220531,069500,35240,35505,35075,35440,5485464,194278166575,코스피 200
20220602,069500,35240,35275,34980,35055,5957733,209001199670,코스피 200
20220603,069500,35355,35430,35165,35250,6270309,221157119915,코스피 200
20220607,069500,35080,35100,34525,34595,3766658,130818528665,코스피 200
20220608,069500,34620,34845,34590,34670,3703196,128494878410,코스피 200
20220609,069500,34550,34695,34410,34565,4675166,161703933305,코스피 200
20220610,069500,34295,34340,34070,34210,4388043,150086003900,코스피 200
20220613,069500,33510,33610,33000,33000,9434444,313023265635,코스피 200
20220614,069500,32410,32955,32410,32870,12194953,399596272215,코스피 200
20220615,069500,32805,32865,32080,32285,10540450,340800068635,코스피 200
20220616,069500,32695,32930,32220,32265,9186440,298730620165,코스피 200
20220617,069500,31680,32105,31570,32025,7291657,232812820095,코스피 200
20220620,069500,32240,32430,31265,31510,9595269,302481414985,코스피 200
20220621,069500,31680,31935,30725,31690,7526326,238458111340,코스피 200
20220622,069500,31805,31805,30890,30890,10200813,317405821510,코스피 200
20220623,069500,30870,31160,30510,30640,13143298,404487213435,코스피 200
20220624,069500,30800,31410,30700,31285,10451953,325856519060,코스피 200
20220627,069500,31520,31930,31235,31685,8572714,271613361335,코스피 200
20220628,069500,31725,31930,31560,31930,6746503,214687567935,코스피 200
20220629,069500,31555,31655,31365,31395,6177527,194351187950,코스피 200
20220630,069500,31280,31280,30870,30875,7940411,246343261665,코스피 200
20220701,069500,31050,31175,30335,30560,6240988,191329575815,코스피 200
20220704,069500,30570,30750,30265,30570,8932236,272603325825,코스피 200
20220705,069500,30855,31165,30715,31055,7245145,224556108290,코스피 200
20220706,069500,30810,30925,30325,30350,9116536,278462487685,코스피 200
20220707,069500,30590,31145,30525,30960,6746537,208492078800,코스피 200
20220708,069500,31185,31435,31130,31130,8836853,275828504285,코스피 200
20220711,069500,31200,31325,30925,30955,6570561,204142249610,코스피 200
20220712,069500,30830,30900,30495,30660,5551637,170152631500,코스피 200
20220713,069500,30735,31030,30660,30820,6840518,211004290565,코스피 200
20220714,069500,30590,30935,30500,30710,5896627,181097880980,코스피 200
20220715,069500,30900,30935,30335,30895,7255044,223196854890,코스피 200
20220718,069500,31205,31615,31160,31580,7193533,226808053125,코스피 200
20220719,069500,31455,31500,31290,31475,4685922,147461587685,코스피 200
20220720,069500,31985,32065,31650,31710,6810248,216667611140,코스피 200
20220721,069500,31755,32075,31720,32055,5550883,177615813270,코스피 200
20220722,069500,31985,32190,31815,31855,6243090,199239340345,코스피 200
