date,close,source
2014-06-27,20716.0,NAVER_FDR
2014-06-30,20811.0,NAVER_FDR
2014-07-01,20756.0,NAVER_FDR
2014-07-02,20902.0,NAVER_FDR
2014-07-03,20880.0,NAVER_FDR
2014-07-04,20851.0,NAVER_FDR
2014-07-07,20735.0,NAVER_FDR
2014-07-08,20735.0,NAVER_FDR
2014-07-09,20639.0,NAVER_FDR
2014-07-10,20676.0,NAVER_FDR
2014-07-11,20510.0,NAVER_FDR
2014-07-14,20587.0,NAVER_FDR
2014-07-15,20802.0,NAVER_FDR
2014-07-16,20832.0,NAVER_FDR
2014-07-17,20898.0,NAVER_FDR
2014-07-18,20872.0,NAVER_FDR
2014-07-21,20880.0,NAVER_FDR
2014-07-22,21002.0,NAVER_FDR
2014-07-23,20997.0,NAVER_FDR
2014-07-24,21006.0,NAVER_FDR
2014-07-25,21050.0,NAVER_FDR
2014-07-28,21245.0,NAVER_FDR
2014-07-29,21450.0,NAVER_FDR
2014-07-30,21713.0,NAVER_FDR
2014-07-31,21608.0,NAVER_FDR
2014-08-01,21513.0,NAVER_FDR
2014-08-04,21509.0,NAVER_FDR
2014-08-05,21362.0,NAVER_FDR
2014-08-06,21297.0,NAVER_FDR
2014-08-07,21207.0,NAVER_FDR
2014-08-08,20941.0,NAVER_FDR
2014-08-11,21061.0,NAVER_FDR
2014-08-12,21061.0,NAVER_FDR
2014-08-13,21186.0,NAVER_FDR
2014-08-14,21245.0,NAVER_FDR
2014-08-18,21130.0,NAVER_FDR
2014-08-19,21305.0,NAVER_FDR
2014-08-20,21279.0,NAVER_FDR
2014-08-21,20946.0,NAVER_FDR
2014-08-22,21101.0,NAVER_FDR
2014-08-25,21156.0,NAVER_FDR
2014-08-26,21234.0,NAVER_FDR
2014-08-27,21238.0,NAVER_FDR
2014-08-28,21257.0,NAVER_FDR
2014-08-29,21198.0,NAVER_FDR
2014-09-01,21156.0,NAVER_FDR
2014-09-02,20973.0,NAVER_FDR
2014-09-03,20920.0,NAVER_FDR
2014-09-04,20990.0,NAVER_FDR
2014-09-05,20949.0,NAVER_FDR
2014-09-11,20855.0,NAVER_FDR
2014-09-12,20894.0,NAVER_FDR
2014-09-15,20819.0,NAVER_FDR
2014-09-16,20885.0,NAVER_FDR
2014-09-17,21076.0,NAVER_FDR
2014-09-18,20941.0,NAVER_FDR
2014-09-19,21026.0,NAVER_FDR
2014-09-22,20774.0,NAVER_FDR
2014-09-23,20705.0,NAVER_FDR
2014-09-24,20697.0,NAVER_FDR
2014-09-25,20692.0,NAVER_FDR
2014-09-26,20626.0,NAVER_FDR
2014-09-29,20596.0,NAVER_FDR
2014-09-30,20505.0,NAVER_FDR
2014-10-01,20225.0,NAVER_FDR
2014-10-02,19978.0,NAVER_FDR
2014-10-06,19947.0,NAVER_FDR
2014-10-07,19982.0,NAVER_FDR
2014-10-08,19920.0,NAVER_FDR
2014-10-10,19611.0,NAVER_FDR
2014-10-13,19566.0,NAVER_FDR
2014-10-14,19544.0,NAVER_FDR
2014-10-15,19517.0,NAVER_FDR
2014-10-16,19420.0,NAVER_FDR
2014-10-17,19192.0,NAVER_FDR
2014-10-20,19455.0,NAVER_FDR
2014-10-21,19317.0,NAVER_FDR
2014-10-22,19448.0,NAVER_FDR
2014-10-23,19487.0,NAVER_FDR
2014-10-24,19410.0,NAVER_FDR
2014-10-27,19505.0,NAVER_FDR
2014-10-28,19487.0,NAVER_FDR
2014-10-29,19850.0,NAVER_FDR
2014-10-30,19838.0,NAVER_FDR
2014-10-31,19987.0,NAVER_FDR
2014-11-03,19862.0,NAVER_FDR
2014-11-04,19724.0,NAVER_FDR
2014-11-05,19666.0,NAVER_FDR
2014-11-06,19780.0,NAVER_FDR
2014-11-07,19795.0,NAVER_FDR
2014-11-10,19982.0,NAVER_FDR
2014-11-11,19982.0,NAVER_FDR
2014-11-12,20046.0,NAVER_FDR
2014-11-13,19987.0,NAVER_FDR
2014-11-14,19815.0,NAVER_FDR
2014-11-17,19865.0,NAVER_FDR
2014-11-18,20023.0,NAVER_FDR
2014-11-19,19997.0,NAVER_FDR
2014-11-20,19917.0,NAVER_FDR
2014-11-21,19982.0,NAVER_FDR
2014-11-24,20172.0,NAVER_FDR
2014-11-25,20172.0,NAVER_FDR
2014-11-26,20128.0,NAVER_FDR
2014-11-27,20244.0,NAVER_FDR
2014-11-28,20241.0,NAVER_FDR
2014-12-01,20068.0,NAVER_FDR
2014-12-02,20059.0,NAVER_FDR
2014-12-03,20100.0,NAVER_FDR
2014-12-04,20314.0,NAVER_FDR
2014-12-05,20325.0,NAVER_FDR
2014-12-08,20293.0,NAVER_FDR
2014-12-09,20230.0,NAVER_FDR
2014-12-10,19931.0,NAVER_FDR
2014-12-11,19701.0,NAVER_FDR
2014-12-12,19724.0,NAVER_FDR
2014-12-15,19733.0,NAVER_FDR
2014-12-16,19586.0,NAVER_FDR
2014-12-17,19520.0,NAVER_FDR
2014-12-18,19505.0,NAVER_FDR
2014-12-19,19798.0,NAVER_FDR
2014-12-22,19955.0,NAVER_FDR
2014-12-23,19942.0,NAVER_FDR
2014-12-24,19997.0,NAVER_FDR
2014-12-26,20021.0,NAVER_FDR
2014-12-29,19939.0,NAVER_FDR
2014-12-30,19749.0,NAVER_FDR
2015-01-02,19795.0,NAVER_FDR
2015-01-05,19754.0,NAVER_FDR
2015-01-06,19402.0,NAVER_FDR
2015-01-07,19446.0,NAVER_FDR
2015-01-08,19693.0,NAVER_FDR
2015-01-09,19912.0,NAVER_FDR
2015-01-12,19865.0,NAVER_FDR
2015-01-13,19952.0,NAVER_FDR
2015-01-14,19865.0,NAVER_FDR
2015-01-15,19924.0,NAVER_FDR
2015-01-16,19645.0,NAVER_FDR
2015-01-19,19850.0,NAVER_FDR
2015-01-20,20023.0,NAVER_FDR
2015-01-21,20068.0,NAVER_FDR
2015-01-22,20124.0,NAVER_FDR
2015-01-23,20241.0,NAVER_FDR
2015-01-26,20241.0,NAVER_FDR
2015-01-27,20382.0,NAVER_FDR
2015-01-28,20401.0,NAVER_FDR
2015-01-29,20305.0,NAVER_FDR
2015-01-30,20297.0,NAVER_FDR
2015-02-02,20246.0,NAVER_FDR
2015-02-03,20241.0,NAVER_FDR
2015-02-04,20382.0,NAVER_FDR
2015-02-05,20172.0,NAVER_FDR
2015-02-06,20204.0,NAVER_FDR
2015-02-09,20181.0,NAVER_FDR
2015-02-10,20084.0,NAVER_FDR
2015-02-11,20112.0,NAVER_FDR
2015-02-12,20051.0,NAVER_FDR
2015-02-13,20200.0,NAVER_FDR
2015-02-16,20225.0,NAVER_FDR
2015-02-17,20269.0,NAVER_FDR
2015-02-23,20325.0,NAVER_FDR
2015-02-24,20349.0,NAVER_FDR
2015-02-25,20419.0,NAVER_FDR
2015-02-26,20411.0,NAVER_FDR
2015-02-27,20346.0,NAVER_FDR
2015-03-02,20468.0,NAVER_FDR
2015-03-03,20548.0,NAVER_FDR
2015-03-04,20529.0,NAVER_FDR
2015-03-05,20556.0,NAVER_FDR
2015-03-06,20659.0,NAVER_FDR
2015-03-09,20447.0,NAVER_FDR
2015-03-10,20359.0,NAVER_FDR
2015-03-11,20372.0,NAVER_FDR
2015-03-12,20372.0,NAVER_FDR
2015-03-13,20415.0,NAVER_FDR
2015-03-16,20430.0,NAVER_FDR
2015-03-17,20894.0,NAVER_FDR
2015-03-18,20894.0,NAVER_FDR
2015-03-19,20953.0,NAVER_FDR
2015-03-20,20889.0,NAVER_FDR
2015-03-23,20898.0,NAVER_FDR
2015-03-24,20941.0,NAVER_FDR
2015-03-25,20941.0,NAVER_FDR
2015-03-26,20746.0,NAVER_FDR
2015-03-27,20700.0,NAVER_FDR
2015-03-30,20743.0,NAVER_FDR
2015-03-31,20751.0,NAVER_FDR
2015-04-01,20596.0,NAVER_FDR
2015-04-02,20615.0,NAVER_FDR
2015-04-03,20769.0,NAVER_FDR
2015-04-06,20761.0,NAVER_FDR
2015-04-07,20716.0,NAVER_FDR
2015-04-08,20868.0,NAVER_FDR
2015-04-09,20851.0,NAVER_FDR
2015-04-10,21088.0,NAVER_FDR
2015-04-13,21250.0,NAVER_FDR
2015-04-14,21351.0,NAVER_FDR
2015-04-15,21463.0,NAVER_FDR
2015-04-16,21620.0,NAVER_FDR
2015-04-17,21634.0,NAVER_FDR
2015-04-20,21623.0,NAVER_FDR
2015-04-21,21604.0,NAVER_FDR
2015-04-22,21704.0,NAVER_FDR
2015-04-23,22011.0,NAVER_FDR
2015-04-24,21875.0,NAVER_FDR
2015-04-27,21813.0,NAVER_FDR
2015-04-28,21737.0,NAVER_FDR
2015-04-29,21687.0,NAVER_FDR
2015-04-30,21590.0,NAVER_FDR
2015-05-04,21659.0,NAVER_FDR
2015-05-06,21308.0,NAVER_FDR
2015-05-07,21209.0,NAVER_FDR
2015-05-08,21124.0,NAVER_FDR
2015-05-11,21158.0,NAVER_FDR
2015-05-12,21146.0,NAVER_FDR
2015-05-13,21277.0,NAVER_FDR
2015-05-14,21304.0,NAVER_FDR
2015-05-15,21093.0,NAVER_FDR
2015-05-18,21143.0,NAVER_FDR
2015-05-19,21239.0,NAVER_FDR
2015-05-20,21434.0,NAVER_FDR
2015-05-21,21193.0,NAVER_FDR
2015-05-22,21468.0,NAVER_FDR
2015-05-26,21426.0,NAVER_FDR
2015-05-27,20997.0,NAVER_FDR
2015-05-28,20993.0,NAVER_FDR
2015-05-29,21101.0,NAVER_FDR
2015-06-01,20914.0,NAVER_FDR
2015-06-02,20712.0,NAVER_FDR
2015-06-03,20521.0,NAVER_FDR
2015-06-04,20603.0,NAVER_FDR
2015-06-05,20578.0,NAVER_FDR
2015-06-08,20535.0,NAVER_FDR
2015-06-09,20503.0,NAVER_FDR
2015-06-10,20382.0,NAVER_FDR
2015-06-11,20457.0,NAVER_FDR
2015-06-12,20285.0,NAVER_FDR
2015-06-15,20214.0,NAVER_FDR
2015-06-16,20046.0,NAVER_FDR
2015-06-17,20064.0,NAVER_FDR
2015-06-18,20125.0,NAVER_FDR
2015-06-19,20228.0,NAVER_FDR
2015-06-22,20296.0,NAVER_FDR
2015-06-23,20568.0,NAVER_FDR
2015-06-24,20561.0,NAVER_FDR
2015-06-25,20545.0,NAVER_FDR
2015-06-26,20559.0,NAVER_FDR
2015-06-29,20293.0,NAVER_FDR
2015-06-30,20377.0,NAVER_FDR
2015-07-01,20611.0,NAVER_FDR
2015-07-02,20634.0,NAVER_FDR
2015-07-03,20573.0,NAVER_FDR
2015-07-06,20059.0,NAVER_FDR
2015-07-07,20101.0,NAVER_FDR
2015-07-08,19825.0,NAVER_FDR
2015-07-09,19958.0,NAVER_FDR
2015-07-10,19975.0,NAVER_FDR
2015-07-13,20189.0,NAVER_FDR
2015-07-14,20093.0,NAVER_FDR
2015-07-15,20155.0,NAVER_FDR
2015-07-16,20304.0,NAVER_FDR
2015-07-17,20182.0,NAVER_FDR
2015-07-20,20151.0,NAVER_FDR
2015-07-21,20189.0,NAVER_FDR
2015-07-22,20016.0,NAVER_FDR
2015-07-23,20008.0,NAVER_FDR
2015-07-24,19781.0,NAVER_FDR
2015-07-27,19817.0,NAVER_FDR
2015-07-28,19855.0,NAVER_FDR
2015-07-29,19933.0,NAVER_FDR
2015-07-30,19753.0,NAVER_FDR
2015-07-31,19693.0,NAVER_FDR
2015-08-03,19588.0,NAVER_FDR
2015-08-04,19671.0,NAVER_FDR
2015-08-05,19685.0,NAVER_FDR
2015-08-06,19465.0,NAVER_FDR
2015-08-07,19431.0,NAVER_FDR
2015-08-10,19378.0,NAVER_FDR
2015-08-11,19292.0,NAVER_FDR
2015-08-12,19173.0,NAVER_FDR
2015-08-13,19257.0,NAVER_FDR
2015-08-17,19104.0,NAVER_FDR
2015-08-18,19070.0,NAVER_FDR
2015-08-19,18927.0,NAVER_FDR
2015-08-20,18733.0,NAVER_FDR
2015-08-21,18438.0,NAVER_FDR
2015-08-24,18010.0,NAVER_FDR
2015-08-25,18072.0,NAVER_FDR
2015-08-26,18409.0,NAVER_FDR
2015-08-27,18522.0,NAVER_FDR
2015-08-28,18790.0,NAVER_FDR
2015-08-31,18765.0,NAVER_FDR
2015-09-01,18578.0,NAVER_FDR
2015-09-02,18621.0,NAVER_FDR
2015-09-03,18653.0,NAVER_FDR
2015-09-04,18496.0,NAVER_FDR
2015-09-07,18452.0,NAVER_FDR
2015-09-08,18488.0,NAVER_FDR
2015-09-09,19042.0,NAVER_FDR
2015-09-10,19009.0,NAVER_FDR
2015-09-11,18961.0,NAVER_FDR
2015-09-14,18859.0,NAVER_FDR
2015-09-15,18901.0,NAVER_FDR
2015-09-16,19316.0,NAVER_FDR
2015-09-17,19397.0,NAVER_FDR
2015-09-18,19538.0,NAVER_FDR
2015-09-21,19193.0,NAVER_FDR
2015-09-22,19300.0,NAVER_FDR
2015-09-23,19042.0,NAVER_FDR
2015-09-24,19047.0,NAVER_FDR
2015-09-25,19018.0,NAVER_FDR
2015-09-30,19153.0,NAVER_FDR
2015-10-01,19366.0,NAVER_FDR
2015-10-02,19237.0,NAVER_FDR
2015-10-05,19257.0,NAVER_FDR
2015-10-06,19444.0,NAVER_FDR
2015-10-07,19739.0,NAVER_FDR
2015-10-08,19878.0,NAVER_FDR
2015-10-12,19996.0,NAVER_FDR
2015-10-13,19946.0,NAVER_FDR
2015-10-14,19875.0,NAVER_FDR
2015-10-15,20096.0,NAVER_FDR
2015-10-16,20059.0,NAVER_FDR
2015-10-19,20068.0,NAVER_FDR
2015-10-20,20112.0,NAVER_FDR
2015-10-21,20193.0,NAVER_FDR
2015-10-22,20085.0,NAVER_FDR
2015-10-23,20239.0,NAVER_FDR
2015-10-26,20290.0,NAVER_FDR
2015-10-27,20280.0,NAVER_FDR
2015-10-28,20267.0,NAVER_FDR
2015-10-29,20224.0,NAVER_FDR
2015-10-30,20317.0,NAVER_FDR
2015-11-02,20267.0,NAVER_FDR
2015-11-03,20457.0,NAVER_FDR
2015-11-04,20452.0,NAVER_FDR
2015-11-05,20424.0,NAVER_FDR
2015-11-06,20293.0,NAVER_FDR
2015-11-09,20214.0,NAVER_FDR
2015-11-10,19918.0,NAVER_FDR
2015-11-11,19889.0,NAVER_FDR
2015-11-12,19922.0,NAVER_FDR
2015-11-13,19645.0,NAVER_FDR
2015-11-16,19431.0,NAVER_FDR
2015-11-17,19596.0,NAVER_FDR
2015-11-18,19542.0,NAVER_FDR
2015-11-19,19806.0,NAVER_FDR
2015-11-20,19840.0,NAVER_FDR
2015-11-23,19967.0,NAVER_FDR
2015-11-24,20055.0,NAVER_FDR
2015-11-25,20038.0,NAVER_FDR
2015-11-26,20275.0,NAVER_FDR
2015-11-27,20228.0,NAVER_FDR
2015-11-30,19844.0,NAVER_FDR
2015-12-01,20133.0,NAVER_FDR
2015-12-02,20004.0,NAVER_FDR
2015-12-03,19825.0,NAVER_FDR
2015-12-04,19614.0,NAVER_FDR
2015-12-07,19547.0,NAVER_FDR
2015-12-08,19453.0,NAVER_FDR
2015-12-09,19449.0,NAVER_FDR
2015-12-10,19569.0,NAVER_FDR
2015-12-11,19526.0,NAVER_FDR
2015-12-14,19361.0,NAVER_FDR
2015-12-15,19397.0,NAVER_FDR
2015-12-16,19786.0,NAVER_FDR
2015-12-17,19760.0,NAVER_FDR
2015-12-18,19724.0,NAVER_FDR
2015-12-21,19813.0,NAVER_FDR
2015-12-22,19844.0,NAVER_FDR
2015-12-23,20042.0,NAVER_FDR
2015-12-24,19915.0,NAVER_FDR
2015-12-28,19645.0,NAVER_FDR
2015-12-29,19825.0,NAVER_FDR
2015-12-30,19724.0,NAVER_FDR
2016-01-04,19323.0,NAVER_FDR
2016-01-05,19446.0,NAVER_FDR
2016-01-06,19305.0,NAVER_FDR
2016-01-07,19121.0,NAVER_FDR
2016-01-08,19254.0,NAVER_FDR
2016-01-11,19038.0,NAVER_FDR
2016-01-12,18982.0,NAVER_FDR
2016-01-13,19249.0,NAVER_FDR
2016-01-14,19066.0,NAVER_FDR
2016-01-15,18873.0,NAVER_FDR
2016-01-18,18855.0,NAVER_FDR
2016-01-19,18954.0,NAVER_FDR
2016-01-20,18522.0,NAVER_FDR
2016-01-21,18475.0,NAVER_FDR
2016-01-22,18879.0,NAVER_FDR
2016-01-25,18978.0,NAVER_FDR
2016-01-26,18740.0,NAVER_FDR
2016-01-27,19001.0,NAVER_FDR
2016-01-28,19031.0,NAVER_FDR
2016-01-29,19057.0,NAVER_FDR
2016-02-01,19196.0,NAVER_FDR
2016-02-02,19062.0,NAVER_FDR
2016-02-03,18847.0,NAVER_FDR
2016-02-04,19193.0,NAVER_FDR
2016-02-05,19242.0,NAVER_FDR
2016-02-11,18724.0,NAVER_FDR
2016-02-12,18585.0,NAVER_FDR
2016-02-15,18831.0,NAVER_FDR
2016-02-16,19104.0,NAVER_FDR
2016-02-17,19128.0,NAVER_FDR
2016-02-18,19292.0,NAVER_FDR
2016-02-19,19331.0,NAVER_FDR
2016-02-22,19366.0,NAVER_FDR
2016-02-23,19370.0,NAVER_FDR
2016-02-24,19351.0,NAVER_FDR
2016-02-25,19374.0,NAVER_FDR
2016-02-26,19411.0,NAVER_FDR
2016-02-29,19389.0,NAVER_FDR
2016-03-02,19685.0,NAVER_FDR
2016-03-03,19745.0,NAVER_FDR
2016-03-04,19750.0,NAVER_FDR
2016-03-07,19791.0,NAVER_FDR
2016-03-08,19649.0,NAVER_FDR
2016-03-09,19739.0,NAVER_FDR
2016-03-10,19918.0,NAVER_FDR
2016-03-11,19963.0,NAVER_FDR
2016-03-14,19946.0,NAVER_FDR
2016-03-15,19930.0,NAVER_FDR
2016-03-16,19982.0,NAVER_FDR
2016-03-17,20093.0,NAVER_FDR
2016-03-18,20105.0,NAVER_FDR
2016-03-21,20081.0,NAVER_FDR
2016-03-22,20182.0,NAVER_FDR
2016-03-23,20164.0,NAVER_FDR
2016-03-24,20112.0,NAVER_FDR
2016-03-25,20077.0,NAVER_FDR
2016-03-28,20109.0,NAVER_FDR
2016-03-29,20214.0,NAVER_FDR
2016-03-30,20304.0,NAVER_FDR
2016-03-31,20219.0,NAVER_FDR
2016-04-01,19930.0,NAVER_FDR
2016-04-04,19967.0,NAVER_FDR
2016-04-05,19802.0,NAVER_FDR
2016-04-06,19902.0,NAVER_FDR
2016-04-07,19915.0,NAVER_FDR
2016-04-08,19875.0,NAVER_FDR
2016-04-11,19889.0,NAVER_FDR
2016-04-12,20046.0,NAVER_FDR
2016-04-14,20457.0,NAVER_FDR
2016-04-15,20440.0,NAVER_FDR
2016-04-18,20372.0,NAVER_FDR
2016-04-19,20401.0,NAVER_FDR
2016-04-20,20333.0,NAVER_FDR
2016-04-21,20490.0,NAVER_FDR
2016-04-22,20412.0,NAVER_FDR
2016-04-25,20389.0,NAVER_FDR
2016-04-26,20448.0,NAVER_FDR
2016-04-27,20448.0,NAVER_FDR
2016-04-28,20239.0,NAVER_FDR
2016-04-29,20173.0,NAVER_FDR
2016-05-02,20021.0,NAVER_FDR
2016-05-03,20083.0,NAVER_FDR
2016-05-04,19977.0,NAVER_FDR
2016-05-09,19945.0,NAVER_FDR
2016-05-10,20024.0,NAVER_FDR
2016-05-11,20004.0,NAVER_FDR
2016-05-12,19957.0,NAVER_FDR
2016-05-13,19803.0,NAVER_FDR
2016-05-16,19831.0,NAVER_FDR
2016-05-17,19845.0,NAVER_FDR
2016-05-18,19733.0,NAVER_FDR
2016-05-19,19678.0,NAVER_FDR
2016-05-20,19678.0,NAVER_FDR
2016-05-23,19733.0,NAVER_FDR
2016-05-24,19593.0,NAVER_FDR
2016-05-25,19868.0,NAVER_FDR
2016-05-26,19831.0,NAVER_FDR
2016-05-27,19932.0,NAVER_FDR
2016-05-30,19887.0,NAVER_FDR
2016-05-31,20047.0,NAVER_FDR
2016-06-01,20060.0,NAVER_FDR
2016-06-02,20098.0,NAVER_FDR
2016-06-03,20131.0,NAVER_FDR
2016-06-07,20400.0,NAVER_FDR
2016-06-08,20610.0,NAVER_FDR
2016-06-09,20601.0,NAVER_FDR
2016-06-10,20513.0,NAVER_FDR
2016-06-13,20091.0,NAVER_FDR
2016-06-14,20024.0,NAVER_FDR
2016-06-15,20016.0,NAVER_FDR
2016-06-16,19864.0,NAVER_FDR
2016-06-17,19896.0,NAVER_FDR
2016-06-20,20173.0,NAVER_FDR
2016-06-21,20173.0,NAVER_FDR
2016-06-22,20290.0,NAVER_FDR
2016-06-23,20301.0,NAVER_FDR
2016-06-24,19646.0,NAVER_FDR
2016-06-27,19703.0,NAVER_FDR
2016-06-28,19753.0,NAVER_FDR
2016-06-29,19986.0,NAVER_FDR
2016-06-30,20131.0,NAVER_FDR
2016-07-01,20298.0,NAVER_FDR
2016-07-04,20366.0,NAVER_FDR
2016-07-05,20344.0,NAVER_FDR
2016-07-06,19932.0,NAVER_FDR
2016-07-07,20161.0,NAVER_FDR
2016-07-08,20056.0,NAVER_FDR
2016-07-11,20354.0,NAVER_FDR
2016-07-12,20354.0,NAVER_FDR
2016-07-13,20491.0,NAVER_FDR
2016-07-14,20528.0,NAVER_FDR
2016-07-15,20633.0,NAVER_FDR
2016-07-18,20666.0,NAVER_FDR
2016-07-19,20641.0,NAVER_FDR
2016-07-20,20605.0,NAVER_FDR
2016-07-21,20624.0,NAVER_FDR
2016-07-22,20613.0,NAVER_FDR
2016-07-25,20624.0,NAVER_FDR
2016-07-26,20805.0,NAVER_FDR
2016-07-27,20793.0,NAVER_FDR
2016-07-28,20744.0,NAVER_FDR
2016-07-29,20728.0,NAVER_FDR
2016-08-01,20900.0,NAVER_FDR
2016-08-02,20736.0,NAVER_FDR
2016-08-03,20473.0,NAVER_FDR
2016-08-04,20518.0,NAVER_FDR
2016-08-05,20740.0,NAVER_FDR
2016-08-08,20900.0,NAVER_FDR
2016-08-09,21059.0,NAVER_FDR
2016-08-10,20991.0,NAVER_FDR
2016-08-11,21015.0,NAVER_FDR
2016-08-12,21088.0,NAVER_FDR
2016-08-16,21075.0,NAVER_FDR
2016-08-17,21059.0,NAVER_FDR
2016-08-18,21211.0,NAVER_FDR
2016-08-19,21262.0,NAVER_FDR
2016-08-22,21139.0,NAVER_FDR
2016-08-23,21251.0,NAVER_FDR
2016-08-24,21150.0,NAVER_FDR
2016-08-25,21189.0,NAVER_FDR
2016-08-26,21106.0,NAVER_FDR
2016-08-29,21111.0,NAVER_FDR
2016-08-30,21197.0,NAVER_FDR
2016-08-31,21120.0,NAVER_FDR
2016-09-01,21061.0,NAVER_FDR
2016-09-02,21106.0,NAVER_FDR
2016-09-05,21374.0,NAVER_FDR
2016-09-06,21453.0,NAVER_FDR
2016-09-07,21412.0,NAVER_FDR
2016-09-08,21408.0,NAVER_FDR
2016-09-09,21154.0,NAVER_FDR
2016-09-12,20624.0,NAVER_FDR
2016-09-13,20697.0,NAVER_FDR
2016-09-19,20914.0,NAVER_FDR
2016-09-20,20945.0,NAVER_FDR
2016-09-21,21084.0,NAVER_FDR
2016-09-22,21270.0,NAVER_FDR
2016-09-23,21255.0,NAVER_FDR
2016-09-26,21184.0,NAVER_FDR
2016-09-27,21327.0,NAVER_FDR
2016-09-28,21267.0,NAVER_FDR
2016-09-29,21416.0,NAVER_FDR
2016-09-30,21184.0,NAVER_FDR
2016-10-04,21307.0,NAVER_FDR
2016-10-05,21295.0,NAVER_FDR
2016-10-06,21444.0,NAVER_FDR
2016-10-07,21377.0,NAVER_FDR
2016-10-10,21412.0,NAVER_FDR
2016-10-11,21116.0,NAVER_FDR
2016-10-12,21096.0,NAVER_FDR
2016-10-13,20914.0,NAVER_FDR
2016-10-14,21020.0,NAVER_FDR
2016-10-17,21053.0,NAVER_FDR
2016-10-18,21197.0,NAVER_FDR
2016-10-19,21219.0,NAVER_FDR
2016-10-20,21241.0,NAVER_FDR
2016-10-21,21139.0,NAVER_FDR
2016-10-24,21300.0,NAVER_FDR
2016-10-25,21267.0,NAVER_FDR
2016-10-26,21007.0,NAVER_FDR
2016-10-27,21101.0,NAVER_FDR
2016-10-28,21116.0,NAVER_FDR
2016-10-31,21070.0,NAVER_FDR
2016-11-01,21080.0,NAVER_FDR
2016-11-02,20805.0,NAVER_FDR
2016-11-03,20877.0,NAVER_FDR
2016-11-04,20802.0,NAVER_FDR
2016-11-07,21003.0,NAVER_FDR
2016-11-08,21048.0,NAVER_FDR
2016-11-09,20617.0,NAVER_FDR
2016-11-10,21025.0,NAVER_FDR
2016-11-11,20814.0,NAVER_FDR
2016-11-14,20648.0,NAVER_FDR
2016-11-15,20576.0,NAVER_FDR
2016-11-16,20648.0,NAVER_FDR
2016-11-17,20637.0,NAVER_FDR
2016-11-18,20629.0,NAVER_FDR
2016-11-21,20588.0,NAVER_FDR
2016-11-22,20823.0,NAVER_FDR
2016-11-23,20900.0,NAVER_FDR
2016-11-24,20793.0,NAVER_FDR
2016-11-25,20802.0,NAVER_FDR
2016-11-28,20865.0,NAVER_FDR
2016-11-29,20873.0,NAVER_FDR
2016-11-30,20974.0,NAVER_FDR
2016-12-01,20991.0,NAVER_FDR
2016-12-02,20843.0,NAVER_FDR
2016-12-05,20819.0,NAVER_FDR
2016-12-06,21065.0,NAVER_FDR
2016-12-07,21128.0,NAVER_FDR
2016-12-08,21486.0,NAVER_FDR
2016-12-09,21500.0,NAVER_FDR
2016-12-12,21471.0,NAVER_FDR
2016-12-13,21513.0,NAVER_FDR
2016-12-14,21532.0,NAVER_FDR
2016-12-15,21524.0,NAVER_FDR
2016-12-16,21578.0,NAVER_FDR
2016-12-19,21595.0,NAVER_FDR
2016-12-20,21643.0,NAVER_FDR
2016-12-21,21616.0,NAVER_FDR
