ticker,name,feature_complete,exclusion_reason,price_momentum_3m,price_momentum_6m,volatility_20d,liquidity_20d,turnover_rate,drawdown_from_high,price_momentum_3m_norm,price_momentum_6m_norm,volatility_20d_norm,liquidity_20d_norm,turnover_rate_norm,drawdown_from_high_norm,scoring_eligible,composite_score,rank,selected,selection_reason,fallback_stage
426030,TIME 미국나스닥100액티브,True,,11.047288271440014,12.495940240337777,49.46078504768223,29921460906.75,1.6697874769368202,0.0,0.5120481927710844,0.422360248447205,0.4441778235182985,0.6863905325443787,0.8362573099415205,0.0,True,0.49129749192431993,74,N,excluded_low_score,
448330,KODEX 삼성전자채권혼합,True,,14.0034612056533,26.692843977882852,26.969925763673032,29777482680.75,2.0599639901447935,-1.3908813073036819,0.5662650602409639,0.5341614906832298,0.5975600251964295,0.6745562130177515,0.9473684210526315,0.03595097017163984,True,0.5658611910634894,54,N,excluded_low_score,
457480,ACE 테슬라밸류체인액티브,True,,-8.314806580702538,-1.944933187502973,40.276740694212094,29922891609.0,0.6722644952124003,-9.162995594713653,0.06626506024096386,0.09316770186335403,0.5068107769975996,0.6923076923076923,0.15789473684210525,0.23684161946717008,True,0.25785446447168126,145,N,excluded_low_score,
446770,ACE 글로벌반도체TOP4 Plus,True,,18.40896036760482,48.765996343692876,45.254490959436794,14576385589.75,0.8486516164984383,-2.0509977827050996,0.608433734939759,0.6708074534161491,0.47286372831249646,0.46745562130177515,0.3157894736842105,0.053013409354872865,True,0.49461980191120664,72,N,excluded_low_score,
455850,SOL AI반도체소부장,True,,42.03252032520326,57.481971153846146,71.23863675868175,52904323325.0,1.3032086836121892,-8.245798319327735,0.927710843373494,0.7080745341614907,0.29565816043775506,0.8165680473372781,0.6257309941520468,0.21313425370148065,True,0.670648615795954,28,N,excluded_low_score,
469830,SOL 초단기채권액티브,True,,0.7885102787946963,1.439827674168126,0.2508758648717838,14565448630.5,1.1089138452693208,0.0,0.37349397590361444,0.18633540372670807,0.7797774606654149,0.46153846153846156,0.5555555555555556,0.0,True,0.3910682174025629,104,N,excluded_low_score,
102970,KODEX 증권,True,,67.99392097264439,90.25817555938038,76.06668697340271,66434683617.0,0.8475974930549387,-9.408293722340598,0.9879518072289156,0.9192546583850931,0.2627320297641712,0.8520710059171598,0.30994152046783624,0.2431819920231656,True,0.7027692804469932,12,Y,selected_top_n,
476550,TIGER 미국30년국채커버드콜액티브(H),True,,-0.13513513513513375,-3.0310982810654807,11.728294343604942,12895390357.8,0.9789548296508621,-3.0946761080514085,0.30120481927710846,0.08695652173913043,0.7015042522646577,0.4260355029585799,0.4619883040935672,0.0799900091166812,True,0.3310815447354691,120,N,excluded_low_score,
465580,ACE 미국빅테크TOP7 Plus,True,,-4.642704321780055,4.65880805898653,22.565678723618362,33746563006.75,1.3660832230851918,-4.642704321780055,0.12048192771084337,0.2546583850931677,0.6275959210778408,0.7159763313609467,0.7017543859649122,0.12000285266010535,True,0.37078781706020647,108,N,excluded_low_score,
466940,TIGER 은행고배당플러스TOP10,True,,24.255987810104273,34.07491137029235,41.03249847179952,16863365931.9,0.6140045314008314,-12.052172154629105,0.6867469879518072,0.6024844720496895,0.5016566923804704,0.5266272189349113,0.13450292397660818,0.31151995454917514,True,0.5253658653453657,58,N,excluded_low_score,
139260,TIGER 200 IT,True,,39.80756251079125,96.2369737160986,74.70833112822046,34064852901.75,1.391252132077544,-6.276634923975378,0.9156626506024096,0.9627329192546584,0.2719956869488721,0.727810650887574,0.7076023391812866,0.162236068415897,True,0.7042001704668399,11,Y,selected_top_n,
472150,TIGER 배당커버드콜액티브,True,,28.367838910947253,56.97069533552974,63.662564260070866,59480975437.9,4.000080969308857,-3.4296991679112487,0.7409638554216867,0.6956521739130435,0.347325136129354,0.8224852071005917,1.0,0.08864955754010595,True,0.6457560986476171,32,N,excluded_low_score,
445290,KODEX 로봇액티브,True,,7.8791055206149485,45.29411764705882,62.61899672962357,18552122824.75,0.6546787561930539,-20.11642949547219,0.463855421686747,0.6521739130434783,0.35444201340818793,0.5621301775147929,0.15204678362573099,0.5199618061972526,True,0.4742780967354652,81,N,excluded_low_score,
463250,TIGER K방산&우주,True,,24.109992634421793,70.34540859309182,74.55339724785726,76567607891.5,1.444140562088829,-1.8255972033404566,0.6807228915662651,0.84472049689441,0.27305229840975753,0.893491124260355,0.7251461988304093,0.04718734104634292,True,0.6253758342369538,38,N,excluded_low_score,
494890,KODEX 200액티브,True,,29.54246381212673,69.14485857784827,65.41848669123993,15524893631.5,1.5960498203135076,-6.994912790697672,0.7710843373493976,0.7701863354037267,0.3353501713195294,0.4970414201183432,0.8128654970760234,0.1808018410852713,True,0.609588040817375,39,N,excluded_low_score,
091230,TIGER 반도체,True,,48.26669225391691,91.50348783683297,72.71348392612958,47618557448.25,1.129488690998468,-2.1042628292153087,0.9457831325301205,0.9440993788819876,0.2856000607082022,0.7988165680473372,0.5672514619883041,0.05439018398562234,True,0.6973814744461572,15,Y,selected_top_n,
438080,ACE 미국S&P500미국채혼합50액티브,True,,0.0,6.107271634615374,7.678927764445853,5953230841.25,0.9607197417641904,-0.24717514124293904,0.3192771084337349,0.3167701863354037,0.7291199495339417,0.23076923076923078,0.4327485380116959,0.006388888888888999,True,0.3470342895327356,117,N,excluded_low_score,
495050,RISE 코리아밸류업,True,,31.80609223666382,75.15838612870958,65.49037420235008,40115244107.75,1.5650144082615634,-6.4536809488193185,0.8674698795180723,0.8695652173913043,0.3348599159411999,0.7633136094674556,0.8011695906432749,0.1668122866199584,True,0.6956782238713042,17,N,excluded_low_score,
226490,KODEX 코스피,True,,25.300207039337465,57.563134600364485,59.568828174713026,24885240058.5,0.9926852807230526,-6.9781739932370135,0.7048192771084337,0.7142857142857143,0.37524342266222266,0.621301775147929,0.4853801169590643,0.1803691830251929,True,0.5703596356596214,51,N,excluded_low_score,
0163Y0,KoAct 코스닥액티브,False,price_momentum_3m: missing_excluded; price_momentum_6m: missing_excluded; drawdown_from_high: missing_excluded,,,66.53550641671183,67950040198.5,0.5062892229383434,,,,0.3277323678978258,0.8698224852071006,0.07017543859649122,,False,,,N,excluded_missing_feature,
434730,HANARO 원자력iSelect,True,,28.96184886280264,64.73758200562325,71.04841450860118,41306836362.75,0.8273161290537939,-4.177172061328793,0.7530120481927711,0.7639751552795031,0.2969554300154572,0.7692307692307693,0.28654970760233917,0.10796995213758431,True,0.5780785413746583,49,N,excluded_low_score,
