axis,test_value,baseline_value,cagr,mdd,sharpe,total_trades,delta_cagr,delta_mdd,delta_sharpe,delta_total_trades,sensitive,dead_zone
entry_threshold,0.01,0.05,8.132261538346764,4.7404,0.9408,7,0.0,0.0,0.0,0,False,False
entry_threshold,0.03,0.05,8.132261538346764,4.7404,0.9408,7,0.0,0.0,0.0,0,False,False
entry_threshold,0.05,0.05,8.132261538346764,4.7404,0.9408,7,0.0,0.0,0.0,0,False,False
entry_threshold,0.07,0.05,8.104133964495652,4.7409,0.9397,5,-0.028127573851111976,0.0004999999999997229,-0.0010999999999999899,-2,True,False
entry_threshold,0.1,0.05,1.4503316612610062,5.9756,0.2309,4,-6.681929877085758,1.2351999999999999,-0.7099,-3,True,False
entry_threshold,0.15,0.05,1.4503316612610062,5.9756,0.2309,4,-6.681929877085758,1.2351999999999999,-0.7099,-3,True,False
entry_threshold,0.2,0.05,1.4503316612610062,5.9756,0.2309,4,-6.681929877085758,1.2351999999999999,-0.7099,-3,True,False
entry_threshold,0.3,0.05,-2.0386726912011044,1.9629,-0.4366,1,-10.170934229547868,-2.7775,-1.3774,-6,True,False
