date,portfolio_value,cash,holdings_value,equity_exposure,cash_exposure,regime,regime_confidence,regime_ratio,num_positions,daily_return,cumulative_return,drawdown
2024-05-21,11054043.255566314,1769588.2555663134,9284455.0,0.8399148425011609,0.1600851574988391,neutral,0.5,0.8,10,0.00023947832583592898,0.10540432555663148,0.0
2024-05-22,11012164.750193758,1767994.7501937572,9244170.0,0.8394507537527851,0.1605492462472149,neutral,0.5,0.8,10,-0.003788523746862338,0.1012164750193758,0.0
2024-05-23,11049939.811195832,1766619.8111958315,9283320.0,0.8401240331276839,0.1598759668723161,neutral,0.5,0.8,10,0.0034303029294406873,0.10499398111958325,0.0
2024-05-24,11054359.878014345,1742104.8780143438,9312255.0,0.8424056302455685,0.1575943697544314,neutral,0.5,0.8,10,0.0004000082257493709,0.10543598780143437,0.0
2024-05-27,11198819.725304084,1734429.7253040846,9464390.0,0.8451238819940029,0.1548761180059972,neutral,0.5,0.8,10,0.013068133196663112,0.11988197253040833,0.0
2024-05-28,11256409.424604006,1767464.4246040056,9488945.0,0.8429815087624014,0.15701849123759853,neutral,0.5,0.8,10,0.005142479360552343,0.12564094246040058,0.0
2024-05-29,11263034.146373447,1761929.146373447,9501105.0,0.8435653196576017,0.1564346803423983,neutral,0.5,0.8,10,0.0005885288567206715,0.12630341463734474,0.0
2024-05-30,11183808.697554806,1745693.6975548055,9438115.0,0.8439088377882858,0.15609116221171404,neutral,0.5,0.8,10,-0.007034112459310071,0.11838086975548068,0.0
2024-05-31,11214358.697554806,1745693.6975548055,9468665.0,0.8443340591615426,0.1556659408384573,neutral,0.5,0.8,10,0.0027316275542765833,0.12143586975548071,0.0
2024-06-03,11180652.411391208,1707692.4113912086,9472960.0,0.8472636167768389,0.1527363832231612,neutral,0.5,0.8,10,-0.003005636530151956,0.11806524113912076,0.0
2024-06-04,11015120.837410562,1687670.8374105627,9327450.0,0.8467859897025606,0.15321401029743953,neutral,0.5,0.8,10,-0.014805180224724435,0.10151208374105614,0.0
2024-06-05,10952063.331877237,1777173.3318772372,9174890.0,0.8377316421550841,0.1622683578449159,neutral,0.5,0.8,10,-0.005724631301289307,0.09520633318772376,0.0
2024-06-07,11037795.774233509,2697975.7742335084,8339820.0,0.7555693338219186,0.2444306661780814,neutral,0.5,0.8,9,0.007827971749098328,0.10377957742335098,0.0
2024-06-10,11042094.47494017,1830139.474940169,9211955.0,0.834257940910247,0.165742059089753,neutral,0.5,0.8,10,0.00038945282143165727,0.10420944749401695,0.0
2024-06-11,11109700.207902685,1881955.2079026846,9227745.0,0.8306025209785598,0.16939747902144017,neutral,0.5,0.8,10,0.006122546145203245,0.11097002079026841,0.0
2024-06-12,11207080.417109195,1905985.4171091942,9301095.0,0.8299302453296009,0.17006975467039903,neutral,0.5,0.8,10,0.008765331861722236,0.12070804171091942,0.0
2024-06-13,11471205.971769767,1829425.9717697666,9641780.0,0.840520170566903,0.15947982943309705,neutral,0.5,0.8,10,0.023567739752928585,0.14712059717697668,0.0
2024-06-14,11494281.40276965,1882306.402769649,9611975.0,0.83623974941869,0.16376025058130997,neutral,0.5,0.8,10,0.002011595908631536,0.14942814027696505,0.0
2024-06-17,11502836.40276965,1882306.402769649,9620530.0,0.8363615427655366,0.1636384572344633,neutral,0.5,0.8,10,0.0007442831526587312,0.15028364027696495,0.0
2024-06-18,11649766.40276965,1882306.402769649,9767460.0,0.838425395180272,0.16157460481972788,neutral,0.5,0.8,10,0.012773371267335687,0.16497664027696501,0.0
2024-06-19,11703991.40276965,1882306.402769649,9821685.0,0.8391739759545433,0.1608260240454566,neutral,0.5,0.8,10,0.0046545997683788976,0.1703991402769649,0.0
2024-06-20,11727061.40276965,1882306.402769649,9844755.0,0.8394903601063184,0.16050963989368158,neutral,0.5,0.8,10,0.001971122432176564,0.17270614027696496,0.0
2024-06-21,11567030.731280016,1815320.731280015,9751710.0,0.8430607842710269,0.15693921572897304,neutral,0.5,0.8,10,-0.013646272155771078,0.15670307312800147,0.0
2024-06-24,11488169.059981687,1811069.0599816875,9677100.0,0.8423535508116404,0.15764644918835957,neutral,0.5,0.8,10,-0.006817797335410214,0.14881690599816877,0.0
2024-06-25,11308244.202875985,1867594.2028759853,9440650.0,0.8348466685569979,0.16515333144300215,neutral,0.5,0.8,10,-0.015661752204923496,0.13082442028759855,0.0
2024-06-26,11474996.400073873,1863041.4000738726,9611955.0,0.8376434000395957,0.16235659996040425,neutral,0.5,0.8,10,0.014746073237035251,0.14749964000738736,0.0
2024-06-27,11434826.495040054,1798641.4950400528,9636185.0,0.8427049596406007,0.15729504035939923,neutral,0.5,0.8,10,-0.0035006464170708185,0.14348264950400536,0.0
2024-06-28,11428061.79161921,1802101.7916192093,9625960.0,0.8423090612844967,0.15769093871550327,neutral,0.5,0.8,10,-0.0005915877625058963,0.14280617916192107,0.0
